name,orgnr,email,website,city,gatuadress,postadress,postnummer,postort,full_address,lat,lon,sate_clean,registrerad_datum,registrerad_datum_sort,registrerad_ar,arbetsgivare,f_skatt,moms,fordon_antal,har_fordon,sni,sni_text_clean,sni_antal,bolagsform,status,SNI1,SNI1_text,SNI2,SNI2_text,SNI3,SNI3_text,SNI4,SNI4_text,SNI5,SNI5_text,status_clean,registrerad_datum_clean,sni_kod_clean
Tenhults Scoutkår,8260006773,scout@telia.com,,Huskvarna,Nämndemansvägen 15,561 40 Huskvarna,56140,Huskvarna,"Nämndemansvägen 15, 56140, Huskvarna, Sweden",57.7897617,14.3091779,"Jönköping, Jönköpings län",1973-01-01,1973-01-01,1973.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1973-01-01,94990
Tenhults Skid- och Orienteringsklubb,8260009330,info@tsok.nu,www.tsok.nu/,Tenhult,Högalundsvägen 20,561 60 Tenhult,56160,Tenhult,"Högalundsvägen 20, 56160, Tenhult, Sweden",57.7018819,14.3185592,"Jönköping, Jönköpings län",1978-01-01,1978-01-01,1978.0,Nej,Ja,Nej,3,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1978-01-01,93120
Tenhults Skyttegille,8260004562,mije6569@hotmail.com,Svenskalag.se/Tenhultsskyttegille,Tenhult,Gullåkra 3,561 63 Tenhult,56163,Tenhult,"Gullåkra 3, 56163, Tenhult, Sweden",,,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1971-01-01,93120
Tenhults Sportfiskeklubb,8260009199,tenhultssfk@gmail.com,https://www.svenskalag.se/tenhultssfk,Tenhult,Tubbarp 2,561 63 Tenhult,56163,Tenhult,"Tubbarp 2, 56163, Tenhult, Sweden",,,"Jönköping, Jönköpings län",1977-01-01,1977-01-01,1977.0,Nej,Nej,Nej,0,Nej,93199,Annan sportverksamhet,1,Ideell förening,Aktiv,93199,Annan sportverksamhet,,,,,,,,,Aktiv,1977-01-01,93199
Tenhultsortens RPG,8025003099,lm.larsson@telia.com,,Tenhult,Egnahemsvägen 15,561 62 Tenhult,56162,Tenhult,"Egnahemsvägen 15, 56162, Tenhult, Sweden",57.7053689,14.3332397,"Jönköping, Jönköpings län",2016-03-10,2016-03-10,2016.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2016-03-10,94990
Tigreansk-Svenska Föreningen i Jönköping,8025361299,sara.sol92@yahoo.com,,Jönköping,Dalviksringen 2 lgh 1603,554 45 Jönköping,55445,Jönköping,"Dalviksringen 2 lgh 1603, 55445, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2021-07-09,2021-07-09,2021.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2021-07-09,94990
Tokarp Gräshagens IF,8025238836,tgifapril19@gmail.com,,Jönköping,Lovisgatan 363,554 74 Jönköping,55474,Jönköping,"Lovisgatan 363, 55474, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2019-05-08,2019-05-08,2019.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2019-05-08,93120
Torpa FF,8260011336,info@torpaff.se,torpaff.se,Jönköping,Brahegatan 30 B,553 34 Jönköping,55334,Jönköping,"Brahegatan 30 B, 55334, Jönköping, Sweden",57.7733824,14.1548567,"Jönköping, Jönköpings län",1983-04-23,1983-04-23,1983.0,Ja,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1983-04-23,93120
Torslanda Handbollsklubb,8551005823,david.kyleback@gmail.com,,Torslanda,Torslanda Idrottsväg 3,423 32 Torslanda,42332,Torslanda,"Torslanda Idrottsväg 3, 42332, Torslanda, Sweden",57.7184809,11.7570866,"Göteborg, Västra Götalands län",1996-01-22,1996-01-22,1996.0,Ja,Ja,Ja,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1996-01-22,93120
Tovrida By byalag,8024426119,byalaget@tovrida.se,www.tovrida.se,,Tovrida Hagaberg,561 96 Lekeryd,56196,Lekeryd,"Tovrida Hagaberg, 56196, Lekeryd, Sweden",,,"Jönköping, Jönköpings län",2008-09-11,2008-09-11,2008.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2008-09-11,94990
Trifit IF,8024764295,christian@trifit.se,,Jönköping,Södra vägen 9,561 62 Tenhult,56162,Tenhult,"Södra vägen 9, 56162, Tenhult, Sweden",57.7044215,14.3298167,"Jönköping, Jönköpings län",2014-01-23,2014-01-23,2014.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2014-01-23,93120
Trivra,8025485882,Guleed_hashi@hormail.com,,,Jaktfalksgatan 4 J lgh 1106,556 14 Jönköping,55614,Jönköping,"Jaktfalksgatan 4 J lgh 1106, 55614, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2024-09-27,2024-09-27,2024.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2024-09-27,94990
Trånghalla Villaförening,8260019420,fredrik.wanehed@telia.com,,Bankeryd,Berghallavägen 14,564 36 Bankeryd,56436,Bankeryd,"Berghallavägen 14, 56436, Bankeryd, Sweden",57.8498765,14.1496149,"Jönköping, Jönköpings län",1998-04-30,1998-04-30,1998.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1998-04-30,94990
Trädgårdsföreningen Gröna rummet,8024337837,smariannejson@gmail.com,,,Bergsgatan 8,563 32 Gränna,56332,Gränna,"Bergsgatan 8, 56332, Gränna, Sweden",58.0178858,14.4683618,"Jönköping, Jönköpings län",2006-10-19,2006-10-19,2006.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2006-10-19,94990
Uganda Asien Culture Society,8060022051,uacs_club@outlook.com,,Jönköping,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Underground Råslätt,8025309256,peter@underground-raslatt.se,,Jönköping,Fiskgjusegatan 6,556 14 Jönköping,55614,Jönköping,"Fiskgjusegatan 6, 55614, Jönköping, Sweden",57.7380169,14.1523092,"Jönköping, Jönköpings län",2020-06-12,2020-06-12,2020.0,Ja,Nej,Nej,1,Ja,88991,Öppna sociala insatser för barn och ungdomar med sociala problem,1,Ideell förening,Aktiv,88991,Öppna sociala insatser för barn och ungdomar med sociala problem,,,,,,,,,Aktiv,2020-06-12,88991
Underjord,8024930284,info@sofiehofunderjord.com,https://sofiehofunderjord.com/,Jönköping,Bomgatan 3 B lgh 1202,554 50 Jönköping,55450,Jönköping,"Bomgatan 3 B lgh 1202, 55450, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2015-01-29,2015-01-29,2015.0,Nej,Ja,Ja,0,Nej,90390,Annan stödverksamhet avseende konstnärligt skapande och scenkonst,1,Ideell förening,Aktiv,90390,Annan stödverksamhet avseende konstnärligt skapande och scenkonst,,,,,,,,,Aktiv,2015-01-29,90390
UNF Jönköping,8260017820,simon.brehmer@iogt.se,,Jönköping,Österängsvägen 2 A,554 63 Jönköping,55463,Jönköping,"Österängsvägen 2 A, 55463, Jönköping, Sweden",57.7823875,14.2336626,"Jönköping, Jönköpings län",1995-06-11,1995-06-11,1995.0,Ja,Ja,Ja,0,Nej,56110,Restaurangverksamhet,3,Ideell förening,Aktiv,56110,Restaurangverksamhet,94990,Verksamhet i diverse övriga intresseorganisationer,82300,Arrangemang av kongresser och mässor,,,,,Aktiv,1995-06-11,56110
Ung Vänster,8260010288,,,Jönköping,Västra Storgatan 18 hus E,553 15 Jönköping,55315,Jönköping,"Västra Storgatan 18 hus E, 55315, Jönköping, Sweden",57.7842439,14.1608975,"Jönköping, Jönköpings län",1981-01-01,1981-01-01,1981.0,Nej,Nej,Nej,0,Nej,94920,Verksamhet i politiska organisationer,1,Ideell förening,Aktiv,94920,Verksamhet i politiska organisationer,,,,,,,,,Aktiv,1981-01-01,94920
Unga Aktiesparare Jönköping,8024133590,henrik.axeheim@ungaktiespararna.se,,Nässjö,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Unga kan- Riksorganisation för Ideella Ungdomsföreningar,8024905773,kansli@ungakan.se,,Jönköping,Kärrhöksgatan 22 lgh 1001,556 12 Jönköping,55612,Jönköping,"Kärrhöksgatan 22 lgh 1001, 55612, Jönköping, Sweden",,,"Malmö, Skåne län",2014-09-18,2014-09-18,2014.0,Ja,Nej,Nej,1,Ja,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2014-09-18,94990
Unga Synskadade Syd,8295011327,kansli@ussyd.se,,Växjö,Högsbyvägen 3,352 74 Växjö,35274,Växjö,"Högsbyvägen 3, 35274, Växjö, Sweden",56.8885875,14.7286053,"Växjö, Kronobergs län",1978-01-01,1978-01-01,1978.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1978-01-01,94990
Unga Örnar Råslätt,8260018471,annikanordin16@gmail.com,,Jönköping,Havsörnsgatan 159,556 11 Jönköping,55611,Jönköping,"Havsörnsgatan 159, 55611, Jönköping, Sweden",57.7428366,14.1525431,"Jönköping, Jönköpings län",1996-08-26,1996-08-26,1996.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1996-08-26,94990
Ungerska Föreningen i Jönköping,8260022168,huklubjkp@gmail.com,,Hult,Posthemsvägen 24,575 92 Hult,57592,Hult,"Posthemsvägen 24, 57592, Hult, Sweden",57.6431228,15.1376871,"Jönköping, Jönköpings län",2002-02-25,2002-02-25,2002.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2002-02-25,94990
Ungerska föreningen SOMIT generationer,846500-3484,erzsebet@bitay.net,,Borås,Södergatan 31 B,361 31 Emmaboda,36131,Emmaboda,"Södergatan 31 B, 36131, Emmaboda, Sweden",56.6267541,15.532289,"Malmö, Skåne län",1995-03-12,1995-03-12,1995.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1995-03-12,94990
Ungikör Småland,8025242978,,,,Ödestugu 6,561 63 Tenhult,56163,Tenhult,"Ödestugu 6, 56163, Tenhult, Sweden",,,"Jönköping, Jönköpings län",2019-05-23,2019-05-23,2019.0,Nej,Nej,Nej,0,Nej,90200,Scenkonst,1,Ideell förening,Aktiv,90200,Scenkonst,,,,,,,,,Aktiv,2019-05-23,90200
Unicef i Jönköping,8024014386,,,Bankeryd,Box 8161,104 20 Stockholm,10420,Stockholm,"Box 8161, 10420, Stockholm, Sweden",,,"Stockholm, Stockholms län",1995-12-10,1995-12-10,1995.0,Ja,Ja,Ja,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1995-12-10,94990
Uppgränna byalag,8260021178,byskattmastare@uppgrenna.com,www.uppgrenna.com,Gränna,Uppgränna Mattsagård 17,563 91 Gränna,56391,Gränna,"Uppgränna Mattsagård 17, 56391, Gränna, Sweden",,,"Jönköping, Jönköpings län",2001-05-05,2001-05-05,2001.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2001-05-05,94990
Utrikespolitiska föreningen i Jönköping,8024423207,marcus.gv.hallberg@gmail.com,,Jönköping,Gjuterigatan 3 C,553 18 Jönköping,55318,Jönköping,"Gjuterigatan 3 C, 55318, Jönköping, Sweden",57.7794278,14.1618519,"Jönköping, Jönköpings län",2008-08-14,2008-08-14,2008.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2008-08-14,94990
U-Turn Jönköping,8025167258,anton.enell@kriminalvarden.se; thomas.axelsson@kriminalvarden.se,,Jönköping,Trädgårdsgatan 41,553 16 Jönköping,55316,Jönköping,"Trädgårdsgatan 41, 55316, Jönköping, Sweden",57.7810162,14.1607031,"Jönköping, Jönköpings län",2018-05-24,2018-05-24,2018.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2018-05-24,94990
Wallgårda Hembygdsförening,8260013704,catrinwestberg@gmail.com,,,Norra Unnaryd 9 Mellangården,565 97 Bottnaryd,56597,Bottnaryd,"Norra Unnaryd 9 Mellangården, 56597, Bottnaryd, Sweden",57.7695139,13.8261337,"Jönköping, Jönköpings län",1988-07-15,1988-07-15,1988.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1988-07-15,94990
Verdandi Norrahammar,8260019412,solbrittkristensen@hotmail.com,,Norrahammar,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Viktor Rydberg-sällskapet,8024955018,inger.sigrid@gmail.com,,Jönköping,Hamngatan 7,553 16 Jönköping,55316,Jönköping,"Hamngatan 7, 55316, Jönköping, Sweden",57.7805219,14.1678079,"Jönköping, Jönköpings län",2015-05-28,2015-05-28,2015.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2015-05-28,94990
Wisingsborgs Grevskaps Intresseförening,8024607189,styrelse@wisingsborgsgrevskap.se,www.wisingsborgsgrevskap.se,Visingsö,Torp 28,563 94 Visingsö,56394,Visingsö,"Torp 28, 56394, Visingsö, Sweden",,,"Jönköping, Jönköpings län",2011-06-23,2011-06-23,2011.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2011-06-23,94990
Visingsö AIS,8260008639,kontakt@visingsoais.se,www.laget.se/visingsoais,Visingsö,Tunnerstad Ängen 3,563 94 Visingsö,56394,Visingsö,"Tunnerstad Ängen 3, 56394, Visingsö, Sweden",,,"Jönköping, Jönköpings län",1975-01-01,1975-01-01,1975.0,Ja,Nej,Nej,1,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1975-01-01,93120
Visingsö Bygdegårdsförening,8260004752,,visingsobygdegard.se,Visingsö,Trädgårdsvägen 4,563 94 Visingsö,56394,Visingsö,"Trädgårdsvägen 4, 56394, Visingsö, Sweden",,,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,0,Nej,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder,1,Ideell förening,Aktiv,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder,,,,,,,,,Aktiv,1971-01-01,68201
Visingsö Golfklubb,8260018265,visingso.gk@hotmail.se,,Visingsö,Vrixlösa Norrgård 1,563 94 Visingsö,56394,Visingsö,"Vrixlösa Norrgård 1, 56394, Visingsö, Sweden",55.9673957,12.7795328,"Jönköping, Jönköpings län",1996-04-29,1996-04-29,1996.0,Nej,Nej,Nej,3,Ja,93112,Drift av golfbanor,1,Ideell förening,Aktiv,93112,Drift av golfbanor,,,,,,,,,Aktiv,1996-04-29,93112
Visingsö Teaterspektakel,8024768528,,,,Stigby Bengtsgård 1,563 94 Visingsö,56394,Visingsö,"Stigby Bengtsgård 1, 56394, Visingsö, Sweden",55.9673957,12.7795328,"Jönköping, Jönköpings län",2014-02-13,2014-02-13,2014.0,Nej,Nej,Nej,0,Nej,90200,Scenkonst,1,Ideell förening,Aktiv,90200,Scenkonst,,,,,,,,,Aktiv,2014-02-13,90200
Vision Pensionärsverksamhet,8025051106,birgitvlsvensson@hotmail.com,,Jönköping,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Volt Ryttarförening,8260023125,voltrf@hotmail.com,voltryttarforening.se,Jönköping,Moliden 4,555 92 Jönköping,55592,Jönköping,"Moliden 4, 55592, Jönköping, Sweden",57.6747203,14.1844741,"Jönköping, Jönköpings län",2003-04-03,2003-04-03,2003.0,Ja,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2003-04-03,93120
Vulkanteatern,8260016350,stefan@lillieberg.se,,JÖNKÖPING,Folkungavägen 38 A,554 54 Jönköping,55454,Jönköping,"Folkungavägen 38 A, 55454, Jönköping, Sweden",57.785181,14.2202707,"Jönköping, Jönköpings län",1993-03-19,1993-03-19,1993.0,Nej,Nej,Nej,0,Nej,90390,Annan stödverksamhet avseende konstnärligt skapande och scenkonst,1,Ideell förening,Aktiv,90390,Annan stödverksamhet avseende konstnärligt skapande och scenkonst,,,,,,,,,Aktiv,1993-03-19,90390
Vänskapsbron,8025483515,föreningenvanskapsbron@gmail.com,,JÖNKÖPING,Kärrliden 3 H,561 46 Huskvarna,56146,Huskvarna,"Kärrliden 3 H, 56146, Huskvarna, Sweden",57.7918701,14.2739261,"Jönköping, Jönköpings län",2024-08-23,2024-08-23,2024.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2024-08-23,94990
Vätterbygdens Dövas Kvinnogille,8024300041,kvinnogille@gmail.com,,Jönköping,N Strandg 42,553 20 Jönköping,55320,Jönköping,"N Strandg 42, 55320, Jönköping, Sweden",57.7834972,14.1717057,"Jönköping, Jönköpings län",2005-12-15,2005-12-15,2005.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2005-12-15,94990
Vätterbygdens Dövas och Teckenspråkigas Förening,8260003119,jonkoping@sdr.org,www.vdf1910.se,Jönköping,Norra Strandgatan 42,553 20 Jönköping,55320,Jönköping,"Norra Strandgatan 42, 55320, Jönköping, Sweden",57.7834972,14.1717057,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1971-01-01,94990
Vätterbygdens Folkmusikförening,8260013845,vatterfolk@gmail.com,www.vff.nu,Huskvarna,Kavlabrovägen 14 lgh 1001,561 32 Huskvarna,56132,Huskvarna,"Kavlabrovägen 14 lgh 1001, 56132, Huskvarna, Sweden",57.7918701,14.2739261,"Jönköping, Jönköpings län",1988-12-09,1988-12-09,1988.0,Nej,Nej,Nej,0,Nej,90110,Litterärt skapande och musikkomposition,1,Ideell förening,Aktiv,90110,Litterärt skapande och musikkomposition,,,,,,,,,Aktiv,1988-12-09,90110
Vätterbygdens Miniracingklubb,8260012292,rogersturedahl@gmail.com,,Bankeryd,Höjdhoppsvägen 52,564 34 Bankeryd,56434,Bankeryd,"Höjdhoppsvägen 52, 56434, Bankeryd, Sweden",57.8524577,14.1386171,"Jönköping, Jönköpings län",1985-11-26,1985-11-26,1985.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1985-11-26,93120
Vätterbygdens Parasport,8260016061,kerstin.m.klasson@gmail.com,,HABO,Örngatan 5,566 33 Habo,56633,Habo,"Örngatan 5, 56633, Habo, Sweden",57.9174088,14.0914268,"Jönköping, Jönköpings län",1992-05-20,1992-05-20,1992.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1992-05-20,93120
Vätterbygdens Veteranfordonsklubb,8260011526,info@vvfk.se,www.vvfk.se,,Gröna Gatan 25,553 36 Jönköping,55336,Jönköping,"Gröna Gatan 25, 55336, Jönköping, Sweden",57.7733185,14.1494388,"Jönköping, Jönköpings län",1983-04-23,1983-04-23,1983.0,Nej,Nej,Nej,0,Nej,29101,Tillverkning av personbilar och andra lätta motorfordon,1,Ideell förening,Aktiv,29101,Tillverkning av personbilar och andra lätta motorfordon,,,,,,,,,Aktiv,1983-04-23,29101
Wättersnäs Squashklubb,8024172176,jespersmusik@hotmail.com,,Jönköping,Mässvägen,554 54 Jönköping,55454,Jönköping,"Mässvägen, 55454, Jönköping, Sweden",57.7886201,14.2337852,"Jönköping, Jönköpings län",2004-03-11,2004-03-11,2004.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2004-03-11,93120
Vätterstadens Gymnastikförening,8024167028,asplund.annette@gmail.com,,Jönköping,Tubbarp 8,555 94 Jönköping,55594,Jönköping,"Tubbarp 8, 55594, Jönköping, Sweden",57.8307246,14.1338584,"Jönköping, Jönköpings län",2004-02-12,2004-02-12,2004.0,Ja,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2004-02-12,93120
Wätterstadens Vattenskidklubb,8260013936,hello@jvsk.se,jonkoping.net/turism/objekt.asp?id=160,Värnamo,Stagneliusgatan 3,553 13 Jönköping,55313,Jönköping,"Stagneliusgatan 3, 55313, Jönköping, Sweden",57.779449,14.1451399,"Jönköping, Jönköpings län",1989-05-07,1989-05-07,1989.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1989-05-07,93120
Vättertonkören,8260020857,koren@vatterton.se,www.vatterton.se,Jönköping,Lyckhemsgatan 16,553 13 Jönköping,55313,Jönköping,"Lyckhemsgatan 16, 55313, Jönköping, Sweden",57.7838817,14.1503756,"Jönköping, Jönköpings län",2000-10-23,2000-10-23,2000.0,Nej,Nej,Nej,0,Nej,90110,Litterärt skapande och musikkomposition,1,Ideell förening,Aktiv,90110,Litterärt skapande och musikkomposition,,,,,,,,,Aktiv,2000-10-23,90110
Ylen Oilers,8024961859,mikael.b.svensson@outlook.com,,Jönköping,Hulukvarns Gärdesväg 2,555 94 Jönköping,55594,Jönköping,"Hulukvarns Gärdesväg 2, 55594, Jönköping, Sweden",57.779916,14.1006769,"Jönköping, Jönköpings län",2015-07-09,2015-07-09,2015.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2015-07-09,93120
